"","STATEFP","COUNTYFP","TRACTCE","BLKGRPCE","AFFGEOID","GEOID","NAME","LSAD","ALAND","AWATER","NAME.1","state","county","tract","blockgroup","Household.Income..Total.","Household.Income..Less.than..10.000","Household.Income...10.000.to..14.999","Household.Income...15.000.to..19.999","Household.Income...20.000.to..24.999","Household.Income...25.000.to..29.999","Household.Income...30.000.to..34.999","Household.Income...35.000.to..39.999","Household.Income...40.000.to..44.999","Household.Income...45.000.to..49.999","Household.Income...50.000.to..59.999","Household.Income...60.000.to..74.999","Household.Income...75.000.to..99.999","Household.Income...100.000.to..124.999","Household.Income...125.000.to..149.999","Household.Income...150.000.to..199.999","Household.Income...200.000.or.more","GEOID.1","percent","ID"
"1","25","025","020301","2","1500000US250250203012","250250203012","2","BG",57641,0,"Block Group 2, Census Tract 203.01, Suffolk County, Massachusetts",25,25,20301,"2",1101,47,12,32,0,24,13,37,17,17,119,155,88,174,93,106,167,"250250203012",0.0426884650317893,"4"
"2","25","025","060301","2","1500000US250250603012","250250603012","2","BG",53482,0,"Block Group 2, Census Tract 603.01, Suffolk County, Massachusetts",25,25,60301,"2",311,8,0,0,0,8,0,7,0,0,37,18,71,24,56,73,9,"250250603012",0.0257234726688103,"5"
"3","25","025","120700","1","1500000US250251207001","250251207001","1","BG",215081,0,"Block Group 1, Census Tract 1207, Suffolk County, Massachusetts",25,25,120700,"1",438,4,0,2,0,60,28,12,10,0,88,50,92,0,69,5,18,"250251207001",0.0091324200913242,"10"
"4","25","025","100601","3","1500000US250251006013","250251006013","3","BG",108563,0,"Block Group 3, Census Tract 1006.01, Suffolk County, Massachusetts",25,25,100601,"3",452,24,10,23,43,16,0,70,14,35,69,10,19,40,45,0,34,"250251006013",0.0530973451327434,"17"
"5","25","025","000502","3","1500000US250250005023","250250005023","3","BG",87336,0,"Block Group 3, Census Tract 5.02, Suffolk County, Massachusetts",25,25,502,"3",875,242,46,62,12,25,20,0,51,23,46,72,124,97,26,22,7,"250250005023",0.276571428571429,"18"
"6","25","025","060101","4","1500000US250250601014","250250601014","4","BG",72390,0,"Block Group 4, Census Tract 601.01, Suffolk County, Massachusetts",25,25,60101,"4",395,0,0,0,10,0,14,0,16,29,63,41,29,73,53,56,11,"250250601014",0,"23"
"7","25","025","090300","1","1500000US250250903001","250250903001","1","BG",134435,0,"Block Group 1, Census Tract 903, Suffolk County, Massachusetts",25,25,90300,"1",327,12,92,29,35,19,0,23,25,0,13,23,28,7,0,9,12,"250250903001",0.036697247706422,"25"
"8","25","025","100300","2","1500000US250251003002","250251003002","2","BG",105785,0,"Block Group 2, Census Tract 1003, Suffolk County, Massachusetts",25,25,100300,"2",184,5,6,8,12,29,15,3,19,31,24,7,0,5,20,0,0,"250251003002",0.0271739130434783,"26"
"9","25","025","060501","5","1500000US250250605015","250250605015","5","BG",74540,0,"Block Group 5, Census Tract 605.01, Suffolk County, Massachusetts",25,25,60501,"5",325,22,17,9,11,9,0,0,5,7,6,35,96,44,15,29,20,"250250605015",0.0676923076923077,"30"
"10","25","025","090600","1","1500000US250250906001","250250906001","1","BG",116339,0,"Block Group 1, Census Tract 906, Suffolk County, Massachusetts",25,25,90600,"1",299,37,19,18,11,0,28,7,14,0,51,27,34,20,25,8,0,"250250906001",0.123745819397993,"35"
"11","25","025","130300","1","1500000US250251303001","250251303001","1","BG",305110,0,"Block Group 1, Census Tract 1303, Suffolk County, Massachusetts",25,25,130300,"1",412,0,0,11,0,0,0,0,14,8,10,18,77,116,70,6,82,"250251303001",0,"44"
"12","25","025","061000","2","1500000US250250610002","250250610002","2","BG",50911,0,"Block Group 2, Census Tract 610, Suffolk County, Massachusetts",25,25,61000,"2",540,251,80,74,41,71,11,0,0,0,5,0,7,0,0,0,0,"250250610002",0.464814814814815,"47"
"13","25","025","110501","1","1500000US250251105011","250251105011","1","BG",154010,0,"Block Group 1, Census Tract 1105.01, Suffolk County, Massachusetts",25,25,110501,"1",317,14,30,14,0,0,0,0,0,12,12,32,54,52,59,38,0,"250251105011",0.0441640378548896,"57"
"14","25","025","010500","1","1500000US250250105001","250250105001","1","BG",115518,10075,"Block Group 1, Census Tract 105, Suffolk County, Massachusetts",25,25,10500,"1",468,11,14,0,13,93,8,41,70,35,0,13,45,43,15,57,10,"250250105001",0.0235042735042735,"62"
"15","25","025","120201","1","1500000US250251202011","250251202011","1","BG",151711,0,"Block Group 1, Census Tract 1202.01, Suffolk County, Massachusetts",25,25,120201,"1",636,124,45,31,17,32,11,0,5,16,82,69,67,52,22,9,54,"250251202011",0.19496855345912,"63"
"16","25","025","100900","2","1500000US250251009002","250251009002","2","BG",136334,0,"Block Group 2, Census Tract 1009, Suffolk County, Massachusetts",25,25,100900,"2",183,20,17,0,46,45,11,0,0,0,13,12,3,0,16,0,0,"250251009002",0.109289617486339,"80"
"17","25","025","051200","2","1500000US250250512002","250250512002","2","BG",104430,0,"Block Group 2, Census Tract 512, Suffolk County, Massachusetts",25,25,51200,"2",598,31,19,45,71,48,21,13,40,41,13,87,59,57,36,9,8,"250250512002",0.0518394648829431,"90"
"18","25","025","170400","2","1500000US250251704002","250251704002","2","BG",457238,0,"Block Group 2, Census Tract 1704, Suffolk County, Massachusetts",25,25,170400,"2",395,80,36,23,52,46,0,24,0,14,36,11,21,36,16,0,0,"250251704002",0.20253164556962,"94"
"19","25","025","000301","3","1500000US250250003013","250250003013","3","BG",80356,0,"Block Group 3, Census Tract 3.01, Suffolk County, Massachusetts",25,25,301,"3",262,0,9,41,0,8,0,8,0,7,0,15,88,41,27,18,0,"250250003013",0,"105"
"20","25","025","120500","1","1500000US250251205001","250251205001","1","BG",96805,0,"Block Group 1, Census Tract 1205, Suffolk County, Massachusetts",25,25,120500,"1",352,72,50,5,16,0,9,0,29,21,20,0,63,27,9,0,31,"250251205001",0.204545454545455,"113"
"21","25","025","040100","2","1500000US250250401002","250250401002","2","BG",120784,0,"Block Group 2, Census Tract 401, Suffolk County, Massachusetts",25,25,40100,"2",685,0,73,0,16,30,0,7,0,0,29,25,95,86,44,97,183,"250250401002",0,"114"
"22","25","025","100603","1","1500000US250251006031","250251006031","1","BG",461825,0,"Block Group 1, Census Tract 1006.03, Suffolk County, Massachusetts",25,25,100603,"1",454,0,0,0,56,19,23,33,66,23,21,46,66,75,26,0,0,"250251006031",0,"120"
"23","25","025","070900","1","1500000US250250709001","250250709001","1","BG",114559,0,"Block Group 1, Census Tract 709, Suffolk County, Massachusetts",25,25,70900,"1",1247,115,73,50,81,41,24,20,37,75,48,39,142,94,92,132,184,"250250709001",0.0922213311948677,"129"
"24","25","025","060501","1","1500000US250250605011","250250605011","1","BG",78181,0,"Block Group 1, Census Tract 605.01, Suffolk County, Massachusetts",25,25,60501,"1",296,0,9,0,0,9,20,0,0,17,0,11,63,50,15,56,46,"250250605011",0,"133"
"25","25","025","051101","1","1500000US250250511011","250250511011","1","BG",220626,0,"Block Group 1, Census Tract 511.01, Suffolk County, Massachusetts",25,25,51101,"1",604,32,35,0,35,31,13,15,78,0,115,31,80,100,23,16,0,"250250511011",0.0529801324503311,"134"
"26","25","025","100800","1","1500000US250251008001","250251008001","1","BG",121565,0,"Block Group 1, Census Tract 1008, Suffolk County, Massachusetts",25,25,100800,"1",288,0,0,0,0,36,0,0,0,0,57,80,8,0,40,67,0,"250251008001",0,"135"
"27","25","025","040300","5","1500000US250250403005","250250403005","5","BG",57668,0,"Block Group 5, Census Tract 403, Suffolk County, Massachusetts",25,25,40300,"5",313,0,0,0,9,0,0,0,0,32,39,15,0,63,24,73,58,"250250403005",0,"149"
"28","25","025","180400","1","1500000US250251804001","250251804001","1","BG",420414,152069,"Block Group 1, Census Tract 1804, Suffolk County, Massachusetts",25,25,180400,"1",330,0,13,0,18,4,15,0,26,28,57,31,39,12,59,28,0,"250251804001",0,"162"
"29","25","025","000701","5","1500000US250250007015","250250007015","5","BG",81872,0,"Block Group 5, Census Tract 7.01, Suffolk County, Massachusetts",25,25,701,"5",559,66,15,0,85,22,33,0,16,0,23,53,47,88,19,84,8,"250250007015",0.118067978533095,"178"
"30","25","025","101101","1","1500000US250251011011","250251011011","1","BG",68074,0,"Block Group 1, Census Tract 1011.01, Suffolk County, Massachusetts",25,25,101101,"1",300,13,22,55,9,11,37,0,39,20,22,11,9,52,0,0,0,"250251011011",0.0433333333333333,"180"
"31","25","025","070800","3","1500000US250250708003","250250708003","3","BG",64780,0,"Block Group 3, Census Tract 708, Suffolk County, Massachusetts",25,25,70800,"3",528,113,32,0,32,13,0,0,0,0,14,0,22,57,15,51,179,"250250708003",0.214015151515152,"182"
"32","25","025","050901","3","1500000US250250509013","250250509013","3","BG",325505,194139,"Block Group 3, Census Tract 509.01, Suffolk County, Massachusetts",25,25,50901,"3",333,34,9,53,27,0,0,30,0,6,45,0,32,45,11,41,0,"250250509013",0.102102102102102,"190"
"33","25","025","101001","2","1500000US250251010012","250251010012","2","BG",205591,0,"Block Group 2, Census Tract 1010.01, Suffolk County, Massachusetts",25,25,101001,"2",376,90,0,0,73,15,0,12,18,21,0,35,24,88,0,0,0,"250251010012",0.23936170212766,"198"
"34","25","025","000701","1","1500000US250250007011","250250007011","1","BG",32803,0,"Block Group 1, Census Tract 7.01, Suffolk County, Massachusetts",25,25,701,"1",464,87,21,12,0,26,94,48,10,37,43,27,9,50,0,0,0,"250250007011",0.1875,"199"
"35","25","025","000802","2","1500000US250250008022","250250008022","2","BG",241593,0,"Block Group 2, Census Tract 8.02, Suffolk County, Massachusetts",25,25,802,"2",575,140,54,0,0,17,0,40,0,38,36,11,62,44,11,64,58,"250250008022",0.243478260869565,"203"
"36","25","025","010801","2","1500000US250250108012","250250108012","2","BG",45123,0,"Block Group 2, Census Tract 108.01, Suffolk County, Massachusetts",25,25,10801,"2",534,10,0,0,0,0,0,0,2,0,8,73,63,44,55,99,180,"250250108012",0.0187265917602996,"208"
"37","25","025","170702","1","1500000US250251707021","250251707021","1","BG",66103,0,"Block Group 1, Census Tract 1707.02, Suffolk County, Massachusetts",25,25,170702,"1",288,41,14,0,43,0,32,0,0,9,0,59,61,6,0,23,0,"250251707021",0.142361111111111,"212"
"38","25","025","090300","2","1500000US250250903002","250250903002","2","BG",162906,0,"Block Group 2, Census Tract 903, Suffolk County, Massachusetts",25,25,90300,"2",404,124,42,8,0,34,25,19,18,0,55,28,21,14,16,0,0,"250250903002",0.306930693069307,"213"
"39","25","025","170800","3","1500000US250251708003","250251708003","3","BG",121407,0,"Block Group 3, Census Tract 1708, Suffolk County, Massachusetts",25,25,170800,"3",346,76,0,0,50,10,0,117,0,11,43,10,15,0,0,14,0,"250251708003",0.219653179190751,"216"
"40","25","025","060800","3","1500000US250250608003","250250608003","3","BG",65246,0,"Block Group 3, Census Tract 608, Suffolk County, Massachusetts",25,25,60800,"3",451,0,0,27,0,0,0,17,0,13,49,15,52,79,105,40,54,"250250608003",0,"217"
"41","25","025","120104","2","1500000US250251201042","250251201042","2","BG",85091,0,"Block Group 2, Census Tract 1201.04, Suffolk County, Massachusetts",25,25,120104,"2",294,57,48,0,10,0,10,0,0,43,0,39,60,0,11,9,7,"250251201042",0.193877551020408,"225"
"42","25","025","000502","4","1500000US250250005024","250250005024","4","BG",251069,0,"Block Group 4, Census Tract 5.02, Suffolk County, Massachusetts",25,25,502,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"250250005024",NA,"227"
"43","25","025","120400","3","1500000US250251204003","250251204003","3","BG",188297,0,"Block Group 3, Census Tract 1204, Suffolk County, Massachusetts",25,25,120400,"3",378,0,31,0,0,0,16,12,18,0,32,15,62,79,37,32,44,"250251204003",0,"233"
"44","25","025","020101","4","1500000US250250201014","250250201014","4","BG",45718,0,"Block Group 4, Census Tract 201.01, Suffolk County, Massachusetts",25,25,20101,"4",678,17,0,15,15,0,35,53,0,14,48,82,137,40,37,67,118,"250250201014",0.0250737463126844,"237"
"45","25","025","000302","2","1500000US250250003022","250250003022","2","BG",320698,46101,"Block Group 2, Census Tract 3.02, Suffolk County, Massachusetts",25,25,302,"2",713,70,21,10,8,17,20,31,72,13,7,154,63,94,37,58,38,"250250003022",0.0981767180925666,"238"
"46","25","025","010405","1","1500000US250250104051","250250104051","1","BG",240401,0,"Block Group 1, Census Tract 104.05, Suffolk County, Massachusetts",25,25,10405,"1",52,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"250250104051",0.326923076923077,"246"
"47","25","025","010405","2","1500000US250250104052","250250104052","2","BG",84520,0,"Block Group 2, Census Tract 104.05, Suffolk County, Massachusetts",25,25,10405,"2",575,142,120,20,11,33,68,19,5,13,36,58,26,19,0,0,5,"250250104052",0.24695652173913,"251"
"48","25","025","050101","1","1500000US250250501011","250250501011","1","BG",110372,0,"Block Group 1, Census Tract 501.01, Suffolk County, Massachusetts",25,25,50101,"1",443,20,0,0,62,0,10,8,65,8,49,50,127,29,15,0,0,"250250501011",0.0451467268623025,"259"
"49","25","025","060800","1","1500000US250250608001","250250608001","1","BG",65318,0,"Block Group 1, Census Tract 608, Suffolk County, Massachusetts",25,25,60800,"1",273,0,75,0,35,8,0,37,12,0,15,9,38,11,0,17,16,"250250608001",0,"265"
"50","25","025","100601","2","1500000US250251006012","250251006012","2","BG",148937,0,"Block Group 2, Census Tract 1006.01, Suffolk County, Massachusetts",25,25,100601,"2",312,9,13,0,15,0,0,30,14,56,48,24,56,10,26,0,11,"250251006012",0.0288461538461538,"272"
"51","25","025","020302","1","1500000US250250203021","250250203021","1","BG",76782,0,"Block Group 1, Census Tract 203.02, Suffolk County, Massachusetts",25,25,20302,"1",659,24,0,38,16,0,3,8,56,33,54,91,62,10,30,154,80,"250250203021",0.0364188163884674,"275"
"52","25","025","081900","2","1500000US250250819002","250250819002","2","BG",79141,0,"Block Group 2, Census Tract 819, Suffolk County, Massachusetts",25,25,81900,"2",306,74,12,9,0,0,38,37,0,15,53,5,40,23,0,0,0,"250250819002",0.241830065359477,"278"
"53","25","025","092300","3","1500000US250250923003","250250923003","3","BG",96991,0,"Block Group 3, Census Tract 923, Suffolk County, Massachusetts",25,25,92300,"3",317,38,21,17,33,0,35,34,0,9,0,48,18,16,48,0,0,"250250923003",0.1198738170347,"290"
"54","25","025","110601","2","1500000US250251106012","250251106012","2","BG",302517,0,"Block Group 2, Census Tract 1106.01, Suffolk County, Massachusetts",25,25,110601,"2",413,9,0,9,0,11,12,0,36,23,26,30,29,74,10,27,117,"250251106012",0.0217917675544794,"291"
"55","25","025","160300","2","1500000US250251603002","250251603002","2","BG",185187,135442,"Block Group 2, Census Tract 1603, Suffolk County, Massachusetts",25,25,160300,"2",340,16,7,10,53,8,0,0,14,31,43,65,49,6,21,7,10,"250251603002",0.0470588235294118,"308"
"56","25","025","180101","2","1500000US250251801012","250251801012","2","BG",241123,536677,"Block Group 2, Census Tract 1801.01, Suffolk County, Massachusetts",25,25,180101,"2",705,13,28,0,0,63,18,48,0,68,90,52,91,104,67,13,50,"250251801012",0.0184397163120567,"311"
"57","25","025","140300","2","1500000US250251403002","250251403002","2","BG",243833,0,"Block Group 2, Census Tract 1403, Suffolk County, Massachusetts",25,25,140300,"2",245,44,43,0,0,12,0,0,0,0,43,12,12,24,0,55,0,"250251403002",0.179591836734694,"317"
"58","25","025","000402","2","1500000US250250004022","250250004022","2","BG",383016,0,"Block Group 2, Census Tract 4.02, Suffolk County, Massachusetts",25,25,402,"2",333,41,16,0,0,6,0,84,8,5,26,75,6,26,6,34,0,"250250004022",0.123123123123123,"318"
"59","25","025","050700","3","1500000US250250507003","250250507003","3","BG",118739,0,"Block Group 3, Census Tract 507, Suffolk County, Massachusetts",25,25,50700,"3",345,7,22,31,31,28,23,11,14,30,0,35,38,50,13,12,0,"250250507003",0.0202898550724638,"322"
"60","25","025","010104","1","1500000US250250101041","250250101041","1","BG",93678,1466,"Block Group 1, Census Tract 101.04, Suffolk County, Massachusetts",25,25,10104,"1",799,140,100,28,25,32,14,42,10,50,15,41,66,22,40,69,105,"250250101041",0.175219023779725,"330"
"61","25","025","081900","1","1500000US250250819001","250250819001","1","BG",150395,0,"Block Group 1, Census Tract 819, Suffolk County, Massachusetts",25,25,81900,"1",368,49,60,34,17,12,38,22,10,9,11,38,0,55,0,13,0,"250250819001",0.133152173913043,"333"
"62","25","025","010403","1","1500000US250250104031","250250104031","1","BG",36933,0,"Block Group 1, Census Tract 104.03, Suffolk County, Massachusetts",25,25,10403,"1",945,421,136,58,28,9,30,48,12,14,19,41,70,49,0,10,0,"250250104031",0.445502645502646,"340"
"63","25","025","081700","5","1500000US250250817005","250250817005","5","BG",154446,0,"Block Group 5, Census Tract 817, Suffolk County, Massachusetts",25,25,81700,"5",307,42,21,31,0,10,0,59,0,11,53,0,56,3,16,5,0,"250250817005",0.136807817589577,"346"
"64","25","025","081001","2","1500000US250250810012","250250810012","2","BG",114984,0,"Block Group 2, Census Tract 810.01, Suffolk County, Massachusetts",25,25,81001,"2",1193,412,210,128,106,15,27,83,72,0,11,39,33,37,0,10,10,"250250810012",0.345347862531433,"352"
"65","25","025","070700","1","1500000US250250707001","250250707001","1","BG",87661,0,"Block Group 1, Census Tract 707, Suffolk County, Massachusetts",25,25,70700,"1",604,95,0,16,20,66,0,38,84,38,12,15,9,10,0,79,122,"250250707001",0.157284768211921,"355"
"66","25","025","000504","2","1500000US250250005042","250250005042","2","BG",101449,0,"Block Group 2, Census Tract 5.04, Suffolk County, Massachusetts",25,25,504,"2",671,118,149,22,0,0,25,0,13,25,109,54,82,48,13,13,0,"250250005042",0.175856929955291,"369"
"67","25","025","130402","1","1500000US250251304021","250251304021","1","BG",332414,0,"Block Group 1, Census Tract 1304.02, Suffolk County, Massachusetts",25,25,130402,"1",583,86,0,21,26,6,34,0,36,31,30,17,128,70,0,37,61,"250251304021",0.147512864493997,"375"
"68","25","025","140300","1","1500000US250251403001","250251403001","1","BG",206265,9302,"Block Group 1, Census Tract 1403, Suffolk County, Massachusetts",25,25,140300,"1",326,0,0,25,0,0,11,0,56,0,0,36,84,75,0,39,0,"250251403001",0,"376"
"69","25","025","140202","1","1500000US250251402021","250251402021","1","BG",238151,0,"Block Group 1, Census Tract 1402.02, Suffolk County, Massachusetts",25,25,140202,"1",304,16,43,15,0,10,0,0,6,46,42,18,56,0,52,0,0,"250251402021",0.0526315789473684,"380"
"70","25","025","120600","2","1500000US250251206002","250251206002","2","BG",78226,0,"Block Group 2, Census Tract 1206, Suffolk County, Massachusetts",25,25,120600,"2",455,0,0,12,7,1,8,0,37,12,85,32,73,102,23,0,63,"250251206002",0,"381"
"71","25","025","000701","4","1500000US250250007014","250250007014","4","BG",55254,0,"Block Group 4, Census Tract 7.01, Suffolk County, Massachusetts",25,25,701,"4",376,49,25,0,0,0,21,52,0,23,67,72,0,21,17,29,0,"250250007014",0.13031914893617,"385"
"72","25","025","091100","5","1500000US250250911005","250250911005","5","BG",66634,0,"Block Group 5, Census Tract 911, Suffolk County, Massachusetts",25,25,91100,"5",315,134,0,9,35,0,0,0,7,17,16,27,0,0,6,38,26,"250250911005",0.425396825396825,"386"
"73","25","025","060101","1","1500000US250250601011","250250601011","1","BG",96144,0,"Block Group 1, Census Tract 601.01, Suffolk County, Massachusetts",25,25,60101,"1",421,0,5,38,0,0,8,27,0,0,36,75,56,36,21,64,55,"250250601011",0,"387"
"74","25","025","082100","1","1500000US250250821001","250250821001","1","BG",97929,0,"Block Group 1, Census Tract 821, Suffolk County, Massachusetts",25,25,82100,"1",414,132,100,7,27,30,28,10,0,0,22,8,0,31,9,10,0,"250250821001",0.318840579710145,"394"
"75","25","025","170100","5","1500000US250251701005","250251701005","5","BG",192378,0,"Block Group 5, Census Tract 1701, Suffolk County, Massachusetts",25,25,170100,"5",493,16,15,25,35,7,32,17,0,0,141,37,99,35,34,0,0,"250251701005",0.0324543610547667,"401"
"76","25","025","050200","2","1500000US250250502002","250250502002","2","BG",73449,0,"Block Group 2, Census Tract 502, Suffolk County, Massachusetts",25,25,50200,"2",432,13,52,57,26,22,19,0,39,27,10,18,46,34,8,37,24,"250250502002",0.0300925925925926,"409"
"77","25","025","010204","1","1500000US250250102041","250250102041","1","BG",39817,0,"Block Group 1, Census Tract 102.04, Suffolk County, Massachusetts",25,25,10204,"1",208,83,42,0,0,10,12,37,13,0,0,11,0,0,0,0,0,"250250102041",0.399038461538462,"493"
"78","25","025","010500","2","1500000US250250105002","250250105002","2","BG",39066,0,"Block Group 2, Census Tract 105, Suffolk County, Massachusetts",25,25,10500,"2",652,194,134,68,19,6,20,4,17,0,21,46,38,15,23,31,16,"250250105002",0.297546012269939,"494"
"79","25","025","010600","2","1500000US250250106002","250250106002","2","BG",89350,0,"Block Group 2, Census Tract 106, Suffolk County, Massachusetts",25,25,10600,"2",792,119,31,51,11,25,12,40,7,8,37,96,49,46,29,46,185,"250250106002",0.150252525252525,"495"
"80","25","025","020200","2","1500000US250250202002","250250202002","2","BG",30832,0,"Block Group 2, Census Tract 202, Suffolk County, Massachusetts",25,25,20200,"2",740,117,0,0,40,36,12,42,59,17,58,30,80,63,49,31,106,"250250202002",0.158108108108108,"496"
"81","25","025","030300","3","1500000US250250303003","250250303003","3","BG",304419,0,"Block Group 3, Census Tract 303, Suffolk County, Massachusetts",25,25,30300,"3",643,40,31,13,70,0,23,98,28,14,43,36,15,0,86,61,85,"250250303003",0.0622083981337481,"497"
"82","25","025","030500","2","1500000US250250305002","250250305002","2","BG",32669,0,"Block Group 2, Census Tract 305, Suffolk County, Massachusetts",25,25,30500,"2",657,29,0,20,47,20,0,25,9,29,57,35,106,73,53,34,120,"250250305002",0.0441400304414003,"498"
"83","25","025","100601","4","1500000US250251006014","250251006014","4","BG",139116,0,"Block Group 4, Census Tract 1006.01, Suffolk County, Massachusetts",25,25,100601,"4",783,68,0,41,0,0,40,17,168,57,128,57,141,30,20,16,0,"250251006014",0.086845466155811,"499"
"84","25","025","100601","1","1500000US250251006011","250251006011","1","BG",155969,0,"Block Group 1, Census Tract 1006.01, Suffolk County, Massachusetts",25,25,100601,"1",378,10,16,12,39,13,46,0,0,15,29,11,57,78,25,27,0,"250251006011",0.0264550264550265,"500"
"85","25","025","100700","1","1500000US250251007001","250251007001","1","BG",166371,0,"Block Group 1, Census Tract 1007, Suffolk County, Massachusetts",25,25,100700,"1",363,0,10,0,16,8,57,0,0,0,28,52,76,58,12,25,21,"250251007001",0,"501"
"86","25","025","100800","4","1500000US250251008004","250251008004","4","BG",778133,141818,"Block Group 4, Census Tract 1008, Suffolk County, Massachusetts",25,25,100800,"4",430,0,0,0,73,0,0,13,9,75,43,74,43,31,21,37,11,"250251008004",0,"502"
"87","25","025","101001","5","1500000US250251010015","250251010015","5","BG",128096,0,"Block Group 5, Census Tract 1010.01, Suffolk County, Massachusetts",25,25,101001,"5",475,81,55,62,0,47,0,18,25,0,79,16,10,49,0,33,0,"250251010015",0.170526315789474,"503"
"88","25","025","101002","2","1500000US250251010022","250251010022","2","BG",545135,0,"Block Group 2, Census Tract 1010.02, Suffolk County, Massachusetts",25,25,101002,"2",848,104,77,99,37,48,50,128,12,18,13,39,87,45,48,31,12,"250251010022",0.122641509433962,"504"
"89","25","025","101102","3","1500000US250251011023","250251011023","3","BG",164614,0,"Block Group 3, Census Tract 1011.02, Suffolk County, Massachusetts",25,25,101102,"3",247,0,10,20,36,14,13,11,17,0,14,83,19,10,0,0,0,"250251011023",0,"505"
"90","25","025","110401","1","1500000US250251104011","250251104011","1","BG",213720,0,"Block Group 1, Census Tract 1104.01, Suffolk County, Massachusetts",25,25,110401,"1",680,123,36,44,17,18,0,63,45,21,26,75,97,83,32,0,0,"250251104011",0.180882352941176,"506"
"91","25","025","110403","2","1500000US250251104032","250251104032","2","BG",201471,0,"Block Group 2, Census Tract 1104.03, Suffolk County, Massachusetts",25,25,110403,"2",300,8,6,16,0,0,0,0,15,0,19,103,40,33,28,19,13,"250251104032",0.0266666666666667,"507"
"92","25","025","110607","4","1500000US250251106074","250251106074","4","BG",290445,0,"Block Group 4, Census Tract 1106.07, Suffolk County, Massachusetts",25,25,110607,"4",277,27,0,37,0,14,0,22,0,0,0,46,0,44,34,26,27,"250251106074",0.0974729241877256,"508"
"93","25","025","110501","2","1500000US250251105012","250251105012","2","BG",331790,0,"Block Group 2, Census Tract 1105.01, Suffolk County, Massachusetts",25,25,110501,"2",658,0,54,18,5,0,23,26,31,54,31,51,105,30,59,151,20,"250251105012",0,"525"
"94","25","025","120105","1","1500000US250251201051","250251201051","1","BG",787387,2315,"Block Group 1, Census Tract 1201.05, Suffolk County, Massachusetts",25,25,120105,"1",256,0,11,0,7,0,0,0,0,0,21,0,34,0,26,42,115,"250251201051",0,"526"
"95","25","025","120400","2","1500000US250251204002","250251204002","2","BG",144763,0,"Block Group 2, Census Tract 1204, Suffolk County, Massachusetts",25,25,120400,"2",350,14,0,14,0,0,0,0,0,0,0,28,48,105,16,47,78,"250251204002",0.04,"527"
"96","25","025","120700","2","1500000US250251207002","250251207002","2","BG",82406,0,"Block Group 2, Census Tract 1207, Suffolk County, Massachusetts",25,25,120700,"2",565,18,25,0,40,4,6,15,38,15,46,48,86,99,26,84,15,"250251207002",0.031858407079646,"528"
"97","25","025","130100","4","1500000US250251301004","250251301004","4","BG",264089,0,"Block Group 4, Census Tract 1301, Suffolk County, Massachusetts",25,25,130100,"4",309,11,0,0,32,0,0,12,0,0,0,47,38,40,86,43,0,"250251301004",0.0355987055016181,"529"
"98","25","025","130200","3","1500000US250251302003","250251302003","3","BG",511125,0,"Block Group 3, Census Tract 1302, Suffolk County, Massachusetts",25,25,130200,"3",606,11,0,18,0,30,36,25,30,18,16,57,61,95,73,65,71,"250251302003",0.0181518151815182,"530"
"99","25","025","130406","2","1500000US250251304062","250251304062","2","BG",650882,0,"Block Group 2, Census Tract 1304.06, Suffolk County, Massachusetts",25,25,130406,"2",1007,68,92,151,46,85,60,16,17,38,72,14,141,54,50,41,62,"250251304062",0.0675273088381331,"531"
"100","25","025","130402","5","1500000US250251304025","250251304025","5","BG",228301,0,"Block Group 5, Census Tract 1304.02, Suffolk County, Massachusetts",25,25,130402,"5",416,0,0,18,0,34,39,17,15,18,14,19,18,122,0,12,90,"250251304025",0,"532"
"101","25","025","140102","4","1500000US250251401024","250251401024","4","BG",795088,33205,"Block Group 4, Census Tract 1401.02, Suffolk County, Massachusetts",25,25,140102,"4",489,0,0,0,10,29,47,0,63,70,42,35,92,16,21,37,27,"250251401024",0,"533"
"102","25","025","140202","4","1500000US250251402024","250251402024","4","BG",405524,6159,"Block Group 4, Census Tract 1402.02, Suffolk County, Massachusetts",25,25,140202,"4",513,62,0,17,6,0,8,16,14,12,0,79,122,98,0,69,10,"250251402024",0.120857699805068,"534"
"103","25","025","140400","4","1500000US250251404004","250251404004","4","BG",150305,0,"Block Group 4, Census Tract 1404, Suffolk County, Massachusetts",25,25,140400,"4",393,37,0,46,32,31,24,0,31,0,39,14,67,55,7,0,10,"250251404004",0.094147582697201,"535"
"104","25","025","160101","4","1500000US250251601014","250251601014","4","BG",114548,0,"Block Group 4, Census Tract 1601.01, Suffolk County, Massachusetts",25,25,160101,"4",539,13,21,0,0,22,0,44,146,48,66,57,59,0,28,0,35,"250251601014",0.0241187384044527,"536"
"105","25","025","160300","1","1500000US250251603001","250251603001","1","BG",381880,158723,"Block Group 1, Census Tract 1603, Suffolk County, Massachusetts",25,25,160300,"1",955,45,125,127,25,64,7,23,7,33,103,33,174,57,45,25,62,"250251603001",0.0471204188481675,"537"
"106","25","025","160501","5","1500000US250251605015","250251605015","5","BG",44363,0,"Block Group 5, Census Tract 1605.01, Suffolk County, Massachusetts",25,25,160501,"5",272,14,51,37,33,7,21,14,0,0,0,11,38,37,9,0,0,"250251605015",0.0514705882352941,"538"
